English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
lesson,lezione,/letsione/,"Do you give lessons, ma’am?","Dà lezioni, signora?","/da letsionɪ, siɲora?/",A1,Social,"A1,Social",
let,lasciare che,/laʃare ke/,Let’s be a comfortable couple.,Diventiamo una coppia confortevole.,/diventjamo ʊna kɔpːia konfortevole./,A1,Professional,"A1,Professional",
letter,lettera,/lɛtːera/,That went round the letters.,Questo ha fatto il giro delle lettere.,/kwesto a fatːo il dʒiro delle lɛtːere./,A1,Social,"A1,Social",
library,biblioteca,/bibliotɛka/,There was no one in the library.,Non c'era nessuno in biblioteca.,/non tʃɛra nessʊno in bibliotɛka./,A1,Shopping,"A1,Shopping",
lie,bugia,/bʊdʒia/,But these are all lies.,Ma sono tutte bugie.,/ma sono tutːe bʊdʒie./,A1,Social,"A1,Social",
life,vita,/vita/,The blood is the life!,Il sangue è la vita!,/il saŋɡwe e la vita!/,A1,Social,"A1,Social",
light,luce,/lutʃe/,Light offenses should be known.,Le offese leggere devono essere conosciute.,/le offeze lɛdʒːere devono ɛssere konoʃute./,A1,Social,"A1,Social",
light,luce,/lutʃe/,Light offenses should be known.,Le offese leggere devono essere conosciute.,/le offeze lɛdʒːere devono ɛssere konoʃute./,A1,Social,"A1,Social",
like,come,/kome/,Mina would not like that.,A Mina non piacerebbe.,/a mina non pjatʃerɛbːe./,A1,Grammar,"A1,Grammar",
like,come,/kome/,Mina would not like that.,A Mina non piacerebbe.,/a mina non pjatʃerɛbːe./,A1,Grammar,"A1,Grammar",
like,come,/kome/,Mina would not like that.,A Mina non piacerebbe.,/a mina non pjatʃerɛbːe./,A1,Grammar,"A1,Grammar",
lily,giglio,/dʒiʎo/,White Water-lily; the starchy rhizome and seeds are edible.,Ninfea bianca; il rizoma amidaceo e i semi sono commestibili.,/ninfɛa bjanka; il ritsɔma amidatʃeo e i semɪ sono kommestibilɪ./,A1,,A1,
line,linea,/linea/,It was the magical line.,Era la linea magica.,/ɛra la linea madʒika./,A1,Social,"A1,Social",
lion,leone,/leone/,"And the Lion would answer, “No.","E il Leone rispondeva: ""No.","/e il leone rispondɛva: ""nɔ./",A1,Social,"A1,Social",
list,elenco,/elɛnko/,"Son, list to this conjunction, make this match.","Figlio, ascolta questa congiunzione, fai questa corrispondenza.","/fiʎo, askolta kwesta kondʒʊntsione, faːi kwesta korɾispondɛntsa./",A1,Social,"A1,Social",
listen,ascoltare,/askoltare/,Listen to what I say.,Ascoltate quello che vi dico.,/askoltate kwello ke vɪ diko./,A1,Professional,"A1,Professional",
little,poco,/pɔko/,Come a little this way.,Venite un po' da questa parte.,/venite ʊn po da kwesta parte./,A1,Time & Quantity,"A1,Time & Quantity",
live,dal vivo,/dal vivo/,Could I live by it?,Potrei vivere in base ad essa?,/potrɛi vivere in baze ad essa?/,A1,Grammar,"A1,Grammar",
living,vivere,/vivere/,Has he been living with--?,Ha vissuto con...?,/a vissuto kon...?/,A1,Grammar,"A1,Grammar",
living,vivere,/vivere/,Has he been living with--?,Ha vissuto con...?,/a vissuto kon...?/,A1,Grammar,"A1,Grammar",
local,locale,/lokale/,Hitherto they had been local in their operations.,Finora le loro operazioni erano state locali.,/finora le lɔro operatsionɪ ɛrano state lokalɪ./,A1,Grammar,"A1,Grammar",
lonely,solitario,/solitario/,It was a lonely vigil.,È stata una veglia solitaria.,/e stata ʊna vɛʎa solitaria./,A1,Grammar,"A1,Grammar",
long,lungo,/luŋɡo/,It does not take long.,Non ci vuole molto.,/non tʃɪ vʊɔle molto./,A1,Grammar,"A1,Grammar",
look,sguardo,/zɡwardo/,What shall I look for?,Cosa devo cercare?,/kɔza dɛvo tʃerkare?/,A1,Professional,"A1,Professional",
lose,perdere,/pɛrdere/,"Being restless, they lose restraint.","Essendo irrequieti, perdono il controllo.","/essɛndo irɾekwjɛtɪ, perdono il kontrɔllo./",A1,Emotions,"A1,Emotions",
lot,lotto,/lɔtːo/,Be content with your lot.,Accontentatevi della vostra sorte.,/akːontentatevɪ della vɔstra sɔrte./,A1,Social,"A1,Social",
love,amore,/amore/,I will requite your loves.,Ricambierò i vostri amori.,/rikambieɾɔ i vɔstrɪ amorɪ./,A1,Social,"A1,Social",
lovely,bella,/bɛlla/,This is a lovely place.,Questo è un posto incantevole.,/kwesto ɛ ʊn posto inkantevole./,A1,Social,"A1,Social",
luck,fortuna,/fortuna/,That rebellion Had met ill luck?,Che la ribellione abbia incontrato sfortuna?,/ke la ribellione abːia inkontrato sfortuna?/,A1,Health,"A1,Health",
lucky,fortunato,/fortʊnato/,You say I am lucky.,Lei dice che sono fortunato.,/lɛi ditʃe ke sono fortʊnato./,A1,Grammar,"A1,Grammar",
lunch,pranzo,/praŋdzo/,Lunch was a cheerful meal.,Il pranzo è stato un pasto allegro.,/il praŋdzo e stato ʊn pasto alleɡro./,A1,Food,"A1,Food",
machine,macchina,/makːina/,The Time Machine was gone!,La Macchina del Tempo era sparita!,/la makːina del tɛmpo ɛra sparita!/,A1,Social,"A1,Social",
magazine,rivista,/rivista/,"See, in the Magazine for Civil Law, by M.","Si veda, nella Rivista di Diritto Civile, di M.","/sɪ veda, nella rivista dɪ diritːo tʃivile, dɪ ɛmme./",A1,Social,"A1,Social",
mail,posta,/pɔsta/,We went down by the Mail.,Siamo andati giù alla Posta.,/sjamo andatɪ dʒu alla pɔsta./,A1,Social,"A1,Social",
main,principale,/printʃipale/,"It’s the main point, ’ said Mr.","È il punto principale"", ha detto Mr.","/e il punto printʃipale"", a detːo ɛmmeɛrɾe./",A1,Grammar,"A1,Grammar",
make,fare,/fare/,What makes you a coward?,Cosa ti rende un codardo?,/kɔza tɪ rɛnde ʊn kodardo?/,A1,Food,"A1,Food",
man,uomo,/wɔmo/,He was a clayver man.,Era un uomo d'argilla.,/ɛra ʊn wɔmo dardʒilla./,A1,Social,"A1,Social",
many,molti,/moltɪ/,Are there many of them?,Ce ne sono molti?,/tʃe ne sono moltɪ?/,A1,Grammar,"A1,Grammar",
map,mappa,/mapːa/,I have forgot the map.,Ho dimenticato la mappa.,/o dimentikato la mapːa./,A1,Social,"A1,Social",
market,mercato,/merkato/,"This was market-day, and Mrs.",Era giorno di mercato e Mrs.,/ɛra dʒorno dɪ merkato e ɛmmeɛrɾeɛsse./,A1,Shopping,"A1,Shopping",
married,sposato,/spozato/,Why did you get married?,Perché vi siete sposati?,/perke vɪ sjete spozatɪ?/,A1,Social,"A1,Social",
match,partita,/partita/,It was time for a match.,Era il momento della partita.,/ɛra il momento della partita./,A1,Social,"A1,Social",
match,partita,/partita/,It was time for a match.,Era il momento della partita.,/ɛra il momento della partita./,A1,Social,"A1,Social",
math,matematica,/matematika/,Ziri has to pass math.,Ziri deve superare la prova di matematica.,/dzirɪ dɛve sʊperare la prɔva dɪ matematika./,A1,Grammar,"A1,Grammar",
matter,materia,/matɛria/,What can be the matter?,Quale può essere il problema?,/kwale pʊɔ ɛssere il problɛma?/,A1,Social,"A1,Social",
may,può,/pʊɔ/,May be a humble one!,Che sia umile!,/ke sia umile!/,A1,Time & Quantity,"A1,Time & Quantity",
maybe,forse,/forse/,Maybe you know he has?,Forse sai che l'ha fatto?,/forse saj ke la fatːo?/,A1,Grammar,"A1,Grammar",
me,me,/me/,What are they to me!,Cosa sono per me!,/kɔza sono per me!/,A1,Professional,"A1,Professional",
meal,pasto,/pasto/,Come and eat a meal.,Venite a mangiare un pasto.,/venite a mandʒare ʊn pasto./,A1,Food,"A1,Food",
mean,media,/mɛdia/,I’ll know what it means!,Saprò cosa significa!,/saprɔ kɔza siɲifika!/,A1,Grammar,"A1,Grammar",
meaning,significato,/siɲifikato/,The meaning is not clear.,Il significato non è chiaro.,/il siɲifikato non e kjaro./,A1,Social,"A1,Social",
meat,carne,/karne/,Did you get the meat?,Hai preso la carne?,/aj prezo la karne?/,A1,Food,"A1,Food",
medicine,medicina,/meditʃina/,Have you been taking medicine?,Ha preso delle medicine?,/a prezo delle meditʃine?/,A1,Grammar,"A1,Grammar",
meet,incontrarsi,/inkontrarsɪ/,We may never meet again.,Potremmo non incontrarci mai più.,/potrɛmmo non inkontrartʃɪ maj pju./,A1,Food,"A1,Food",
meeting,riunione,/riʊnjone/,"In cities, do social meetings abound?",Nelle città abbondano gli incontri sociali?,/nelle tʃitːa abːɔndano ʎɪ inkontrɪ sotʃalɪ?/,A1,Food,"A1,Food",
member,membro,/mɛmbro/,It is full of unruly members.,È pieno di membri indisciplinati.,/e pjɛno dɪ mɛmbrɪ indiʃiplinatɪ./,A1,Social,"A1,Social",
memory,memoria,/memɔria/,Have you a good memory?,Avete una buona memoria?,/avete ʊna bʊɔna memɔria?/,A1,Grammar,"A1,Grammar",
menu,menu,/menu/,We can add the item to the menu again.,Possiamo aggiungere nuovamente la voce al menu.,/possjamo adʒːundʒere nʊovamente la votʃe al menu./,A1,Social,"A1,Social",
merry,allegro,/alleɡro/,"You are merry, my lord.","Siete allegro, mio signore.","/sjete alleɡro, mio siɲore./",A1,Grammar,"A1,Grammar",
message,messaggio,/messadʒːo/,This was a merry message.,Questo era un messaggio allegro.,/kwesto ɛra ʊn messadʒːo alleɡro./,A1,Social,"A1,Social",
metre,metro,/mɛtro/,Metre is the source of verses.,Il metro è la fonte dei versi.,/il mɛtro e la fonte deɪ versɪ./,A1,Social,"A1,Social",
middle,centrale,/tʃentrale/,The Middle Discourses are completed.,I Discorsi di mezzo sono terminati.,/i diskorsɪ dɪ mɛdzːo sono terminatɪ./,A1,Time & Quantity,"A1,Time & Quantity",
midnight,mezzanotte,/medzːanɔtːe/,A midnight council was called.,Fu convocato un consiglio di mezzanotte.,/fʊ konvokato ʊn konsiʎo dɪ medzːanɔtːe./,A1,Time & Quantity,"A1,Time & Quantity",
mile,miglio,/miʎo/,It is nearly fifty miles.,Sono quasi cinquanta miglia.,/sono kwazɪ tʃinkwanta miʎa./,A1,Time & Quantity,"A1,Time & Quantity",
milk,latte,/latːe/,And did you take milk?,E hai preso il latte?,/e aj prezo il latːe?/,A1,Food,"A1,Food",
million,milioni di euro,/milionɪ dɪ ɛʊro/,Might trust him with untold millions.,Potrebbe affidargli milioni incalcolabili.,/potrɛbːe affidarʎɪ milionɪ inkalkolabilɪ./,A1,Time & Quantity,"A1,Time & Quantity",
mind,mente,/mente/,"Do you mind me, Nick?","Ti dispiace, Nick?","/tɪ dispɪaːtʃe, nikː?/",A1,Social,"A1,Social",
mine,miniera,/miniɛra/,You might say where’s mine!,Potreste dire dov'è il mio!,/potrɛste dire dovɛ il mio!/,A1,Food,"A1,Food",
minute,minuto,/minuto/,It won’t take a minute!,Non ci vorrà un minuto!,/non tʃɪ vorɾa ʊn minuto!/,A1,Social,"A1,Social",
miss,miss,/miss/,A--and how is Miss Nickleby?,E come sta Miss Nickleby?,/e kome sta miss nikːlebɪ?/,A1,Social,"A1,Social",
mistake,errore,/erɾore/,"I made a mistake, sir.","Ho commesso un errore, signore.","/o kommesso ʊn erɾore, siɲore./",A1,Social,"A1,Social",
mobile,mobile,/mɔbile/,I remember the lank yarb-doctor I saw once on a hospital-cot in Mobile.,Ricordo il dottore allampanato che vidi una volta su un lettino d'ospedale a Mobile.,/rikɔrdo il dotːore allampanato ke vidɪ ʊna vɔlta sʊ ʊn letːino dospedale a mɔbile./,A1,Grammar,"A1,Grammar",
mobile,mobile,/mɔbile/,I remember the lank yarb-doctor I saw once on a hospital-cot in Mobile.,Ricordo il dottore allampanato che vidi una volta su un lettino d'ospedale a Mobile.,/rikɔrdo il dotːore allampanato ke vidɪ ʊna vɔlta sʊ ʊn letːino dospedale a mɔbile./,A1,Grammar,"A1,Grammar",
model,modello,/modɛllo/,The kitchen chimney was made on an antique model.,Il camino della cucina è stato realizzato su un modello antico.,/il kamino della kʊtʃina e stato realidzːato sʊ ʊn modɛllo antiko./,A1,Social,"A1,Social",
modern,moderno,/modɛrno/,↩ This is modern Patna.,Questa è la Patna moderna.,/kwesta ɛ la patna modɛrna./,A1,Social,"A1,Social",
mom,mamma,/mamma/,"Mom, I’m not speaking, and Uttarā is silent, too.","Mamma, io non parlo e anche Uttarā tace.","/mamma, io non parlo e anke ʊtːaɾa tatʃe./",A1,Social,"A1,Social",
moment,momento,/momento/,It is of no moment.,Non ha importanza.,/non a importantsa./,A1,Time & Quantity,"A1,Time & Quantity",
mommy,mamma,/mamma/,We're gonna be a mommy and a daddy.,Saremo una mamma e un papà.,/sarɛmo ʊna mamma e ʊn papa./,A1,Social,"A1,Social",
money,denaro,/denaro/,But they were without money.,Ma erano senza soldi.,/ma ɛrano sɛntsa sɔldɪ./,A1,Shopping,"A1,Shopping",
monkey,scimmia,/ʃimmia/,The female monkey saw those monks coming.,La scimmia femmina vide arrivare quei monaci.,/la ʃimmia femmina vide arɾivare kweɪ mɔnatʃɪ./,A1,Social,"A1,Social",
month,mese,/mɛze/,I haven’t been out for many months.,Non esco da molti mesi.,/non esko da moltɪ mɛzɪ./,A1,Time & Quantity,"A1,Time & Quantity",
moon,luna,/luna/,I say it is the moon.,Io dico che è la luna.,/io diko ke e la luna./,A1,Social,"A1,Social",
more,di più,/dɪ pju/,I can scarcely say more.,Non posso dire di più.,/non pɔsso dire dɪ pju./,A1,Social,"A1,Social",
morning,mattina,/matːina/,It was all my foolish--a--a--good-morning!,È stato tutto il mio sciocco... un... buongiorno!,/e stato tutːo il mio ʃɔkːo... un... bʊondʒɔrno!/,A1,Social,"A1,Social",
most,più,/pju/,The plot was most interesting.,La trama era molto interessante.,/la trama ɛra molto interessante./,A1,Grammar,"A1,Grammar",
mother,madre,/madre/,Has she a father--mother--any brothers--sisters?,"Ha un padre, una madre, fratelli e sorelle?","/a ʊn padre, ʊna madre, fratɛllɪ e sorɛlle?/",A1,Social,"A1,Social",
mountain,montagna,/montaɲɲa/,The Sneffels mountain has many craters.,Il monte Sneffels presenta numerosi crateri.,/il monte zneffels prezɛnta nʊmerozɪ kratɛrɪ./,A1,Time & Quantity,"A1,Time & Quantity",
mouse,topo,/tɔpo/,And you said I was a Mouse.,E tu hai detto che sono un topo.,/e tʊ aj detːo ke sono ʊn tɔpo./,A1,Social,"A1,Social",
mouth,bocca,/bokːa/,I will stop your mouth.,Ti tappo la bocca.,/tɪ tapːo la bokːa./,A1,Social,"A1,Social",
move,muoversi,/mʊoversɪ/,How can I move thee?,Come posso spostarti?,/kome pɔsso spostartɪ?/,A1,Food,"A1,Food",
movie,film,/film/,"Those big movies around Fiftieth Street are cool, ” suggested Jordan.","Quei grandi film intorno alla Cinquantesima Strada sono belli"", ha suggerito Jordan.","/kweɪ ɡrandɪ film intorno alla tʃinkwantɛzima strada sono bɛllɪ"", a sʊdʒːerito dʒɔrdan./",A1,Social,"A1,Social",
much,molto,/molto/,Have you--have you suffered much?,Avete... avete sofferto molto?,/avete... avete soffɛrto molto?/,A1,Time & Quantity,"A1,Time & Quantity",
mum,mamma,/mamma/,"But, mum; he comes this way.","Ma, mamma, viene da questa parte.","/ma, mamma, vjɛne da kwesta parte./",A1,Social,"A1,Social",
museum,museo,/mʊzɛo/,Here” was the British Museum.,"Qui"" si trovava il British Museum.","/kwi"" sɪ trovava il britiʃ mʊzɛʊm./",A1,Shopping,"A1,Shopping",
music,musica,/muzika/,"The music is come, sir.","La musica è arrivata, signore.","/la muzika e arɾivata, siɲore./",A1,Social,"A1,Social",
musician,musicista,/mʊzitʃista/,"What, will my daughter prove a good musician?","Cosa, mia figlia si dimostrerà una brava musicista?","/kɔza, mia fiʎa sɪ dimostreɾa ʊna brava mʊzitʃista?/",A1,Social,"A1,Social",
must,mosto,/mosto/,"Rather, sir, I must say.","Piuttosto, signore, devo dire.","/pjʊtːɔsto, siɲore, dɛvo dire./",A1,Food,"A1,Food",
my,mio,/mio/,It was all my foolish--a--a--good-morning!,È stato tutto il mio sciocco... un... buongiorno!,/e stato tutːo il mio ʃɔkːo... un... bʊondʒɔrno!/,A1,,A1,
name,nome,/nome/,"That’s the name, ’ said Newman.","Questo è il nome"", ha detto Newman.","/kwesto ɛ il nome"", a detːo newman./",A1,Social,"A1,Social",
nationality,nazionalità,/natsjonalita/,"Its nationality to you, at least, will be a secret.","La sua nazionalità, almeno per voi, sarà un segreto.","/la sʊa natsjonalita, almeno per voi, saɾa ʊn seɡreto./",A1,Professional,"A1,Professional",
natural,naturale,/natʊrale/,They were natural and just.,Erano naturali e giusti.,/ɛrano natʊralɪ e dʒustɪ./,A1,Social,"A1,Social",
near,vicino,/vitʃino/,I was very near it.,Ci sono andato molto vicino.,/tʃɪ sono andato molto vitʃino./,A1,Grammar,"A1,Grammar",
neck,collo,/kollo/,The noose was on his neck.,Il cappio era sul suo collo.,/il kapːio ɛra sʊl sʊo kollo./,A1,Food,"A1,Food",
need,necessità,/netʃessita/,I needs must wake her.,Devo svegliarla.,/dɛvo zveʎarla./,A1,Food,"A1,Food",
negative,negativo,/neɡativo/,The only answer possible was a negative.,L'unica risposta possibile era negativa.,/lunika risposta possibile ɛra neɡativa./,A1,Social,"A1,Social",
neighbor,vicino,/vitʃino/,Had heard it said among the neighbors that Madame L.,Si era sentito dire tra i vicini che Madame L.,/sɪ ɛra sentito dire tra i vitʃinɪ ke (fr)madam(it) ɛlle./,A1,Social,"A1,Social",
neighbour,vicino,/vitʃino/,"What would you with me, honest neighbour?","Cosa vuoi da me, onesto vicino?","/kɔza vʊɔi da me, onɛsto vitʃino?/",A1,Social,"A1,Social",
never,mai,/maj/,You will never forget them.,Non li dimenticherete mai.,/non lɪ dimentikerete maj./,A1,Grammar,"A1,Grammar",
new,nuovo,/nʊɔvo/,They are new to me.,Sono nuovi per me.,/sono nʊɔvɪ per me./,A1,Grammar,"A1,Grammar",
news,notizie,/notitsje/,Then shall we be news-crammed.,Allora saremo tempestati di notizie.,/allora sarɛmo tempestatɪ dɪ notitsje./,A1,Social,"A1,Social",
newspaper,giornale,/dʒornale/,It was all in the Chicago newspaper.,Era tutto sul giornale di Chicago.,/ɛra tutːo sʊl dʒornale dɪ tʃikaɡo./,A1,Social,"A1,Social",
next,prossimo,/prɔssimo/,Go on to the next.,Passare al successivo.,/passare al sʊtʃːessivo./,A1,Grammar,"A1,Grammar",
next,prossimo,/prɔssimo/,Go on to the next.,Passare al successivo.,/passare al sʊtʃːessivo./,A1,Grammar,"A1,Grammar",
nice,bello,/bɛllo/,"He is nice, ” exclaimed Lucy.","È simpatico"", esclamò Lucy.","/e simpatiko"", esklamɔ lusɪ./",A1,Grammar,"A1,Grammar",
night,notte,/nɔtːe/,You can come at night.,Potete venire di notte.,/potete venire dɪ nɔtːe./,A1,Social,"A1,Social",
nine,nove,/nɔve/,The clock has just struck nine.,L'orologio ha appena suonato le nove.,/lorolodʒo a apːena sʊonato le nɔve./,A1,Time & Quantity,"A1,Time & Quantity",
nineteen,diciannove,/ditʃannɔve/,"Nicholas is very nearly nineteen, ’ replied the widow.","Nicholas ha quasi diciannove anni"", rispose la vedova.","/nikolas a kwazɪ ditʃannɔve annɪ"", rispoze la vedova./",A1,Time & Quantity,"A1,Time & Quantity",
ninety,novanta,/novanta/,"Did she die at ninety, guv’ner?","È morta a novant'anni, capo?","/e mɔrta a novantannɪ, kapo?/",A1,Time & Quantity,"A1,Time & Quantity",
no,no,/nɔ/,"I have no friends, girl.","Non ho amici, ragazza.","/non o amitʃɪ, raɡatsːa./",A1,Social,"A1,Social",
no,no,/nɔ/,"I have no friends, girl.","Non ho amici, ragazza.","/non o amitʃɪ, raɡatsːa./",A1,Social,"A1,Social",
nobody,nessuno,/nessuno/,"Nobody that I knows, sir.","Nessuno che io conosca, signore.","/nessʊno ke io konoska, siɲore./",A1,Social,"A1,Social",
noise,rumore,/rʊmore/,Hold your noise--do--you naughty creetur!,"Non fare rumore, cretino!","/non fare rʊmore, kretino!/",A1,Social,"A1,Social",
north,nord,/nɔrd/,↩ Setavyā was north-east of Sāvatthī.,Setavyā era a nord-est di Sāvatthī.,/setavja ɛra a nɔrdest dɪ savatːɪ./,A1,Social,"A1,Social",
nose,naso,/nazo/,… The nose is impermanent.,... Il naso è impermanente.,/... il nazo e impermanɛnte./,A1,Social,"A1,Social",
not,non,/non/,I do not allow it.,Non lo permetto.,/non lo permetːo./,A1,Grammar,"A1,Grammar",
note,nota,/nɔta/,The note was handed in.,Il biglietto è stato consegnato.,/il biʎetːo e stato konseɲato./,A1,Social,"A1,Social",
notebook,taccuino,/takːʊino/,This notebook is common in everyday life.,Questo taccuino è comune nella vita di tutti i giorni.,/kwesto takːʊino e komune nella vita dɪ tutːɪ i dʒornɪ./,A1,Social,"A1,Social",
nothing,nulla,/nulla/,It is nothing to me.,Per me non è niente.,/per me non e njɛnte./,A1,Time & Quantity,"A1,Time & Quantity",
now,ora,/ora/,The Brothers are now dead.,I Fratelli sono morti.,/i fratɛllɪ sono mɔrtɪ./,A1,Time & Quantity,"A1,Time & Quantity",
number,numero,/numero/,So are a number more.,Così come molti altri.,/kozi kome moltɪ altrɪ./,A1,Social,"A1,Social",
nurse,infermiera,/infermiɛra/,Does he have a nurse?,Ha un'infermiera?,/a ʊninfermiɛra?/,A1,Social,"A1,Social",
o'clock,ore,/ore/,In this way twelve o'clock came round.,In questo modo si arrivò alle dodici.,/in kwesto mɔdo sɪ arɾivɔ alle doditʃɪ./,A1,Grammar,"A1,Grammar",
object,oggetto,/odʒːɛtːo/,He said I should object?,Ha detto che dovrei oppormi?,/a detːo ke dovrɛi opːɔrmɪ?/,A1,Social,"A1,Social",
of,di,/di/,Whom do you speak of?,Di chi parla?,/dɪ kɪ parla?/,A1,,A1,
off,spento,/spɛnto/,"Get off, I tell you.","Scendi, ti dico.","/ʃɛndɪ, tɪ diko./",A1,Grammar,"A1,Grammar",
office,ufficio,/ʊffitʃo/,I replied: “I want an office.,"Ho risposto: ""Voglio un ufficio.","/o risposto: ""voʎo ʊn ʊffitʃo./",A1,Shopping,"A1,Shopping",
officer,ufficiale,/ʊffitʃale/,"Oh no, they ain’t, ” said the officer.","Oh no, non lo sono"", disse l'ufficiale.","/oː nɔ, non lo sono"", disse lʊffitʃale./",A1,Social,"A1,Social",
often,spesso,/spesso/,As often as I can.,Il più spesso possibile.,/il pjʊ spesso possibile./,A1,Grammar,"A1,Grammar",
oh,oh,/oː/,Kate has been in bed--oh!,Kate è stata a letto... Oh!,/keɪt̪ e stata a lɛtːo... oː!/,A1,Professional,"A1,Professional",
okay,ok,/okɛi/,Are the party preparations okay?,I preparativi per la festa sono a posto?,/i prepaɾativɪ per la fɛsta sono a posto?/,A1,Social,"A1,Social",
old,vecchio,/vɛkːio/,And what is old age?,E cos'è la vecchiaia?,/e kozɛ la vekːjaia?/,A1,Time & Quantity,"A1,Time & Quantity",
on,su,/su/,"You come on business, sir.","Lei è venuto per affari, signore.","/lɛi e venuto per affarɪ, siɲore./",A1,Grammar,"A1,Grammar",
once,una volta,/ʊna vɔlta/,We have heard only once.,Abbiamo sentito solo una volta.,/abːjamo sentito solo ʊna vɔlta./,A1,Grammar,"A1,Grammar",
one,uno,/uno/,And you really want one?,E ne vuoi davvero uno?,/e ne vʊɔi davvero uno?/,A1,Time & Quantity,"A1,Time & Quantity",
onion,cipolla,/tʃipolla/,Give the composition and dietetic value of onions.,Indicare la composizione e il valore dietetico delle cipolle.,/indikare la kompozitsione e il valore djetɛtiko delle tʃipolle./,A1,Food,"A1,Food",
online,online,/on laɪn/,The Abhidhānappadīpikāṭīkā is available online at tipitaka.org.,L'Abhidhānappadīpikāṭīkā è disponibile online su tipitaka.org.,/ɛlle a bi akːa i d̪iː akːa aːmakron ɛnne a pi pi a d̪iː iːmakron pi i kapːa aːmakron letːeːraunoeːsɛjd̪iː iːmakron kapːa aːmakron e disponibile on laɪn sʊ tipitaka.ɔrɡ./,A1,Grammar,"A1,Grammar",
only,solo,/solo/,I must only be patient.,Devo solo avere pazienza.,/dɛvo solo avere patsjɛntsa./,A1,Grammar,"A1,Grammar",
open,aperto,/apɛrto/,He was open to conviction.,Era aperto alla condanna.,/ɛra apɛrto alla kondanna./,A1,Grammar,"A1,Grammar",
opera,opera,/ɔpera/,"By Damascenus is styled (Opera, tom.","Da Damasceno è definito (Opera, tom.","/da damaʃɛno e definito (ɔpera, tɔm./",A1,Social,"A1,Social",
opinion,parere,/parere/,I can hazard no opinion.,Non posso azzardare un'opinione.,/non pɔsso adzːardare ʊnopinjone./,A1,Social,"A1,Social",
opposite,di fronte,/dɪ fronte/,Of course the attitude is the exact opposite.,Naturalmente l'atteggiamento è esattamente l'opposto.,/natʊralmente latːedʒːamento e ezatːamente lopːosto./,A1,Social,"A1,Social",
or,o,/ɔː/,Is it thoughtful or thoughtless?,È una scelta ponderata o sconsiderata?,/e ʊna ʃelta ponderata o skonsiderata?/,A1,Shopping,"A1,Shopping",
orange,arancione,/aɾantʃone/,Give the general physical composition of oranges.,Indicare la composizione fisica generale delle arance.,/indikare la kompozitsione fizika dʒenerale delle aɾantʃe./,A1,Food,"A1,Food",
order,ordine,/ɔrdine/,I shall make the order.,Eseguirò l'ordine.,/ezeɡwiɾɔ lɔrdine./,A1,Social,"A1,Social",
other,altro,/altro/,Did you expect any other?,Si aspettava altro?,/sɪ aspetːava altro?/,A1,Grammar,"A1,Grammar",
our,nostro,/nɔstro/,And how is our patient?,E come sta il nostro paziente?,/e kome sta il nɔstro patsiɛnte?/,A1,,A1,
ours,nostro,/nɔstro/,So is theirs and ours.,Anche il loro e il nostro.,/anke il lɔro e il nɔstro./,A1,,A1,
out,fuori,/fʊorɪ/,I can’t make this out.,Non riesco a capire.,/non riesko a kapire./,A1,Grammar,"A1,Grammar",
outside,all'esterno,/allestɛrno/,"Is the other specials outside, Dubbley?","L'altro speciale è fuori, Dubbley?","/laltro spetʃale e fʊorɪ, dubːleɪ?/",A1,Grammar,"A1,Grammar",
over,oltre,/oltre/,The warlike days are over.,I giorni di guerra sono finiti.,/i dʒornɪ dɪ ɡwɛrɾa sono finitɪ./,A1,Time & Quantity,"A1,Time & Quantity",
own,proprio,/prɔprio/,It was his own room.,Era la sua stanza.,/ɛra la sʊa stantsa./,A1,Grammar,"A1,Grammar",
owner,proprietario,/proprietario/,The owners thereof were Mr.,I proprietari erano il Sig.,/i proprietarɪ ɛrano il siɡ./,A1,Social,"A1,Social",
page,pagina,/padʒina/,Absolutely real—have pages and everything.,Assolutamente reale: ha le pagine e tutto il resto.,/assolʊtamente reale: a le padʒine e tutːo il rɛsto./,A1,Social,"A1,Social",
paint,vernice,/vernitʃe/,Blue paint is just the color for eyes.,La vernice blu è il colore giusto per gli occhi.,/la vernitʃe blu e il kolore dʒusto per ʎɪ ɔkːɪ./,A1,Food,"A1,Food",
painting,pittura,/pitːura/,To make good oil for painting.,Per ottenere un buon olio per la pittura.,/per otːenere ʊn bwɔn ɔlio per la pitːura./,A1,Food,"A1,Food",
pair,coppia,/kɔpːia/,Have you a good pair of legs?,Avete un bel paio di gambe?,/avete ʊn bɛl paio dɪ ɡambe?/,A1,Time & Quantity,"A1,Time & Quantity",
palace,palazzo,/palatsːo/,Is that the royal palace?,È il palazzo reale?,/e il palatsːo reale?/,A1,Shopping,"A1,Shopping",
pants,pantaloni,/pantalonɪ/,Can a Muslim woman wear pants?,Una donna musulmana può indossare i pantaloni?,/ʊna dɔnna mʊzʊlmana pʊɔ indossare i pantalonɪ?/,A1,Shopping,"A1,Shopping",
paper,carta,/karta/,Of course you have papers?,Certo che avete i documenti?,/tʃɛrto ke avete i dokʊmentɪ?/,A1,Social,"A1,Social",
